Cruise_Code,Stratum,ICES,Lat,Lon
CE14010,37E0,VIIb,54.3391,-9.9999
CE14010,37E0,VIIb,54.3391,-9.0001
CE14010,37D9,VIIb,54.0001,-10.199
CE14010,37D9,VIIb,54.2968,-10.1364
CE14010,37D9,VIIb,54.3422,-10.0001
CE14010,37D9,VIIb,54.4999,-10.0001
CE14010,37D9,VIIb,54.4999,-10.9999
CE14010,37D9,VIIb,54.0001,-10.9999
CE14010,37D9,VIIb,54.0001,-10.199
CE14010,36D9,VIIb,53.5001,-10.0001
CE14010,36D9,VIIb,53.9999,-10.0001
CE14010,36D9,VIIb,53.9999,-10.9999
CE14010,36D9,VIIb,53.5001,-10.9999
CE14010,36D9,VIIb,53.5001,-10.0001
CE14010,36D8,VIIb,53.5001,-11.0001
CE14010,36D8,VIIb,53.9999,-11.0001
CE14010,36D8,VIIb,53.9999,-11.2799
CE14010,36D8,VIIb,53.5001,-11.8431
CE14010,36D8,VIIb,53.5001,-11.0001
